epoch,train_loss,valid_loss,dice,time
0,0.2158849686384201,0.1508764922618866,0.9025377480106476,00:23
1,0.1845397800207138,0.13307395577430725,0.9057903125230554,00:24
2,0.16056159138679504,0.11403926461935043,0.9233388528000679,00:23
3,0.14228951930999756,0.14482051134109497,0.9005890958765517,00:23
4,0.12963521480560303,0.11266911029815674,0.9237630341443468,00:23
5,0.11939439922571182,0.14217860996723175,0.9164879722820823,00:24
6,0.11738909780979156,0.1267707645893097,0.9149762790231192,00:23
7,0.11285897344350815,0.10515543818473816,0.928855730406047,00:23
8,0.10493969172239304,0.11205551028251648,0.9265422588762521,00:23
9,0.10002558678388596,0.16107016801834106,0.9065737990100637,00:23
10,0.09648513793945312,0.10631748288869858,0.93030715913601,00:24
11,0.09189428389072418,0.15741851925849915,0.9109565821883127,00:23
12,0.08853812515735626,0.2806042432785034,0.8528935558893584,00:23
13,0.08667584508657455,0.11262217909097672,0.9294689470481606,00:23
14,0.08254899084568024,0.1121901273727417,0.9289344887406451,00:23
15,0.08249261975288391,0.11252200603485107,0.9316745926602309,00:24
16,0.07719217240810394,0.1110551655292511,0.9324989505049923,00:23
17,0.08547111600637436,0.09903179109096527,0.9364806490424785,00:23
18,0.07673834264278412,0.10057558119297028,0.9356267923089379,00:23
19,0.07358142733573914,0.10056010633707047,0.9358533923374831,00:23
20,0.07174555957317352,0.10018976032733917,0.9370204183048568,00:24
21,0.07101741433143616,0.10360252857208252,0.9351249225881291,00:23
22,0.06938506662845612,0.1046924740076065,0.9355198246695888,00:23
23,0.0702221468091011,0.10250895470380783,0.9357213997040401,00:23
24,0.0722258910536766,0.10197611898183823,0.9356540205896243,00:23
