epoch,train_loss,valid_loss,dice,time
0,0.44117921590805054,0.44790586829185486,0.9035110452679991,00:16
1,0.3815149664878845,0.4171731173992157,0.9020652592052455,00:16
2,0.3176712691783905,0.3515355885028839,0.9092532098272227,00:16
3,0.2579246759414673,0.2576083242893219,0.9100960709640008,00:16
4,0.2222432792186737,0.20300108194351196,0.9203538428197096,00:17
5,0.20368394255638123,0.16820086538791656,0.9070619358226135,00:16
6,0.20390725135803223,0.15464377403259277,0.9064270227233514,00:16
7,0.17250917851924896,0.1336449831724167,0.919322946445588,00:16
8,0.1883433759212494,0.13358092308044434,0.912630298783233,00:16
9,0.15820419788360596,0.11268308013677597,0.9215671020592331,00:16
10,0.13978341221809387,0.08623673766851425,0.9304181345971266,00:16
11,0.14963963627815247,0.08498600125312805,0.9320337238447698,00:16
12,0.1263100653886795,0.09469380229711533,0.9305178291644031,00:16
13,0.12179737538099289,0.08508498221635818,0.9335117984141306,00:16
14,0.12834207713603973,0.08914124965667725,0.9302150310639885,00:17
15,0.1152414083480835,0.07985479384660721,0.9331017944265277,00:16
16,0.11050640791654587,0.07911733537912369,0.9367327070913317,00:16
17,0.10896728932857513,0.08744555711746216,0.9300755816825569,00:16
18,0.10514920949935913,0.07835019379854202,0.9376273422134285,00:16
19,0.10181497037410736,0.07648848742246628,0.9368183077040928,00:16
20,0.10103899985551834,0.07132836431264877,0.9412803410467366,00:16
21,0.09820792824029922,0.0771949291229248,0.9376648635028623,00:17
22,0.09531032294034958,0.08226370066404343,0.9356113499978244,00:16
23,0.0938887670636177,0.08521827310323715,0.9329282719213311,00:18
24,0.0931728333234787,0.08642426133155823,0.9327402170567267,00:16
25,0.09255599230527878,0.08587858825922012,0.9325519690301355,00:16
26,0.09276430308818817,0.08264689892530441,0.9345943058385929,00:16
27,0.08949629962444305,0.08231443166732788,0.9350447650305185,00:16
28,0.09074705094099045,0.0843624547123909,0.9343386978771158,00:16
29,0.09018337726593018,0.08615341782569885,0.9325065017764579,00:16
